Symbol	Open	Low	Volume	Name
MUC	14.79	14.79	30900	Blackrock MuniHoldings California Quality Fund,  Inc.
EEA	9.7	9.7	7000	European Equity Fund, Inc. (The)
MUE	14	14	53500	Blackrock MuniHoldings Quality Fund II, Inc.
MUH	15.41	15.33	8500	Blackrock MuniHoldings Fund II, Inc.
MUI	14.19	14.17	60500	Blackrock Muni Intermediate Duration Fund Inc
MUJ	14.62	14.58	24800	Blackrock MuniHoldings New Jersey Insured Fund, Inc.
MUR	25.99	25.51	1592100	Murphy Oil Corporation
MODN	14.45	14.1	39700	Model N, Inc.
EEP	15.37	15.24	598700	Enbridge Energy, L.P.
MUS	13.69	13.61	15000	Blackrock MuniHoldings Quality Fund, Inc.
EEQ	15.02	14.83	203300	Enbridge Energy Management LLC
MUX	2.03	2	1637200	McEwen Mining Inc.
EEX	22.74	22.25	62500	Emerald Expositions Events, Inc.
TECK	22.84	22.38	3626400	Teck Resources Ltd
CSRA	31.17	31.04	648200	CSRA Inc.
RQI	12.8	12.73	119900	Cohen & Steers Quality Income Realty Fund Inc
JAG	14	13.71	538300	Jagged Peak Energy Inc.
TMST	17.47	17.095	490800	Timken Steel Corporation
HCLP	8.8	8.6	1288800	Hi-Crush Partners LP
JAX	10.5	10.5	36000	J. Alexander's Holdings, Inc.
HZN	17.2	16.81	142600	Horizon Global Corporation
WMB	29.85	29.755	2661000	Williams Companies, Inc. (The)
HZO	16.3	16.25	163900	MarineMax, Inc.
WMC	10.63	10.58	149500	Western Asset Mortgage Capital Corporation
WMK	41.99	41.81	97100	Weis Markets, Inc.
EQGP	29.7	28.56	110300	EQT GP Holdings, LP
TROX	26.76	26.67	804500	Tronox Limited
MVC	10.25	10.17	49300	MVC Capital, Inc.
WMS	19.75	18.65	403500	Advanced Drainage Systems, Inc.
WMT	85.46	85.321	5851500	Wal-Mart Stores, Inc.
EFC	15.65	15.56	54900	Ellington Financial LLC
EFF	16.68	16.6	24200	Eaton vance Floating-Rate Income Plus Fund
EFL	9.91	9.9	32600	Eaton Vance Floating-Rate 2022 Target Term Trust
MVO	5.49	5.315	32800	MV Oil Trust
MVT	15.52	15.48	13800	Blackrock MuniVest Fund II, Inc.
EFR	14.8	14.76	57100	Eaton Vance Senior Floating-Rate Fund
EFT	14.67	14.61	43400	Eaton Vance Floating Rate Income Trust
EFX	109	108.48	1532000	Equifax, Inc.
RRC	19.51	19.4	4404500	Range Resources Corporation
RRD	9.72	9.64	912400	R.R. Donnelley & Sons Company
ELLI	86.65	86.325	432100	Ellie Mae, Inc.
JBL	28.47	28.47	2455400	Jabil Inc.
JBN	13.45	13.33	3000	Select Asset Inc.
BCEI	34.13	33.6	78500	Bonanza Creek Energy, Inc.
JBR	13.31	12.91	5000	Select Asset Inc.
JBT	103.65	102.905	120000	John Bean Technologies Corporation
SBBC	25.5	25.5	5900	Scorpio Tankers Inc.
WNC	22.49	21.98	462000	Wabash National Corporation
MWA	12.51	12.13	1114900	MUELLER WATER PRODUCTS
WNS	37.4	37.21	179400	WNS (Holdings) Limited
CALX	5.65	5.6	176600	Calix, Inc
EGF	13.6	13.53	2500	Blackrock Enhanced Government Fund, Inc
CNXC	14.9	14.9	17100	CNX Coal Resources LP
EGL	34.17	33.55	147200	Engility Holdings, Inc.
EGN	52.95	52.615	829900	Energen Corporation
EGO	2.15	2.14	2858800	Eldorado Gold Corporation
EGP	91.54	90.67	112500	EastGroup Properties, Inc.
TWLO	31.87	31.63	620800	Twilio Inc.
EGY	0.78	0.74	88800	Vaalco Energy Inc
RSG	62.75	62.675	1250400	Republic Services, Inc.
JCE	15.74	15.67	23600	Nuveen Core Equity Alpha Fund
JCI	41.62	41.095	3429200	Johnson Controls International plc
RSO	10.49	10.43	65300	Resource Capital Corp.
JCO	10.01	10	58400	Nuveen Credit Opportunities 2022 Target Term Fund
JCP	3.35	3.35	11073300	J.C. Penney Company, Inc. Holding Company
CSTM	11.05	10.975	545900	Constellium N.V.
RST	9.93	9.71	18800	Rosetta Stone
IPHI	35.75	35.58	931400	Inphi Corporation
WAAS	13.29	12.74	87900	AquaVenture Holdings Limited
WOR	44.31	44.06	369200	Worthington Industries, Inc.
MXE	10.85	10.71	15800	Mexico Equity and Income Fund, Inc. (The)
MXF	16.19	16.09	72100	Mexico Fund, Inc. (The)
WOW	14.18	14	354100	WideOpenWest, Inc.
MXL	23.14	23	574600	MaxLinear, Inc
EHI	10.37	10.33	51900	Western Asset Global High Income Fund Inc
PFGC	28.3	28.075	558600	Performance Food Group Company
EHT	10.15	10.11	28800	Eaton Vance High Income 2021 Target Term Trust
ZOES	11.87	11.87	363000	Zoe's Kitchen, Inc.
AMOV	17.78	17.62	8500	America Movil, S.A.B. de C.V.
JDD	12.87	12.83	25500	Nuveen Diversified Dividend and Income Fund
RTN	188.36	188.23	810300	Raytheon Company
WPC	69.6	69.05	185900	W.P. Carey Inc.
WPG	8.6	8.53	1520400	Washington Prime Group Inc.
CPAC	12.99	12.92	5600	Cementos Pacasmayo S.A.A.
WPM	19.88	19.75	1413000	Wheaton Precious Metals Corp.
MYC	15.53	15.45	13400	Blackrock MuniYield California Fund, Inc.
MYD	14.82	14.8	43300	Blackrock MuniYield Fund, Inc.
MYE	22.15	22.05	58900	Myers Industries, Inc.
MYF	15.52	15.51	25800	Blackrock MuniYield Investment Fund
WPX	10.97	10.78	4565800	WPX Energy, Inc.
MYI	14.36	14.35	75300	Blackrock MuniYield Quality Fund III, Inc.
EIG	47.2	46.15	56700	Employers Holdings Inc
MYJ	16.27	16.2	12600	Blackrock MuniYield New Jersey Fund, Inc.
WPZ	39.33	39.23	630800	Williams Partners LP
MYN	13.15	13.06	68600	Blackrock MuniYield New York Quality Fund, Inc.
JNPR	26	25.93	4045600	Juniper Networks, Inc.
EIX	77.58	76.93	3760700	Edison International
JEC	58.91	58.08	588900	Jacobs Engineering Group Inc.
TEGP	27.85	27.44	118600	Tallgrass Energy GP, LP
PSTG	16.18	16.16	939200	Pure Storage, Inc.
AA	48.65	47.42	3960600	Alcoa Corporation
AB	25	24.8	150700	AllianceBernstein Holding L.P.
AC	37.4	37.4	10000	Associated Capital Group, Inc.
GRUB	51.21	50.95	499400	GrubHub Inc.
JEQ	9.05	9.01	7000	Aberdeen Japan Equity Fund, Inc.
MTDR	26.68	26.34	1072300	Matador Resources Company
AG	7.02	6.935	2128700	First Majestic Silver Corp.
AI	12.71	12.66	294600	Arlington Asset Investment Corp
AL	44.53	43.66	1004200	Air Lease Corporation
AM	30.41	29.83	543300	Antero Midstream Partners LP
AN	44.01	43.88	765800	AutoNation, Inc.
AP	17.4	17.05	20400	Ampco-Pittsburgh Corporation
AR	19.62	19.55	2057900	Antero Resources Corporation
AT	2.5	2.5	126700	Atlantic Power Corporation
AU	9.36	9.22	2750100	AngloGold Ashanti Limited
OAK	47	46.725	81400	Oaktree Capital Group, LLC
MZF	13.67	13.67	8900	Managed Duration Investment Grade Municipal Fund
OAS	8.63	8.54	7421500	Oasis Petroleum Inc.
BA	256.49	256.26	2515800	Boeing Company (The)
BB	11.37	11.14	5184900	BlackBerry Limited
BC	57.63	57.03	590700	Brunswick Corporation
RVT	15.9	15.87	215900	Royce Value Trust, Inc.
JFR	11.68	11.63	137400	Nuveen Floating Rate Income Fund
ARMK	42.58	42.535	1525400	Aramark
BG	70.78	70.49	802100	Bunge Limited
BH	340.6	338.1	2600	Biglari Holdings Inc.
BK	54.76	53.76	3584400	Bank Of New York Mellon Corporation (The)
WRB	68.28	67.85	379700	W.R. Berkley Corporation
BP	39.02	38.64	5393300	BP p.l.c.
WRD	12.72	12.56	200500	WildHorse Resource Development Corporation
TRTN	37.37	36.69	317900	Triton International Limited
WRE	33.67	33.32	169000	Washington Real Estate Investment Trust
BR	83.1	82.53	256500	Broadridge Financial Solutions, Inc.
BT	18.1	18.05	615400	BT Group plc
OBE	1.04	1.01	1517200	Obsidian Energy Ltd.
CAPL	26	26	46400	CrossAmerica Partners LP
WRI	32.18	32.08	555800	Weingarten Realty Investors
BW	4.28	4.15	1388600	Babcock
WRK	59.08	59.01	1562700	Westrock Company
BX	33.25	33.08	1914500	The Blackstone Group L.P.
BY	20.57	20.35	201300	Byline Bancorp, Inc.
TRTX	19.89	19.68	59500	TPG RE Finance Trust, Inc.
PANW	148.99	148.18	1069000	Palo Alto Networks, Inc.
GWRE	77.92	77.08	418500	Guidewire Software, Inc.
EVHC	41.76	40.95	1719300	Envision Healthcare Corporation
AMRC	7.75	7.65	46300	Ameresco, Inc.
NWHM	11.32	11.12	58200	New Home Company Inc. (The)
JGH	17.31	17.31	61100	Nuveen Global High Income Fund
STNG	3.65	3.64	3230200	Scorpio Tankers Inc.
ARNC	27	26.77	2191400	Arconic Inc.
CB	150.06	149.06	1250600	D/B/A Chubb Limited New
CC	57.05	56.8	1568600	Chemours Company (The)
RWT	16.66	16.54	233200	Redwood Trust, Inc.
CE	107.1	101.88	1749900	Celanese Corporation
CF	36.9	36.47	4643500	CF Industries Holdings, Inc.
CI	185.39	185.28	2278900	Cigna Corporation
CJ	28.91	28.26	573300	C
CL	75.5	74.62	3217600	Colgate-Palmolive Company
CM	89.67	89.17	578000	Canadian Imperial Bank of Commerce
CO	10.77	10.76	200600	China Cord Blood Corporation
CP	167.83	166.92	805900	Canadian Pacific Railway Limited
FBHS	66.32	65.92	662800	Fortune Brands Home & Security, Inc.
CR	82.25	81.85	333600	Crane Company
SBGL	4.75	4.725	2164100	Sibanye Gold Limited
CS	15.97	15.91	4602700	Credit Suisse Group
CW	113.29	112.71	388000	Curtiss-Wright Corporation
CX	7.85	7.85	33973500	Cemex S.A.B. de C.V.
WSM	50.15	50.07	1500800	Williams-Sonoma, Inc.
WSO	159.5	159.19	193000	Watsco, Inc.
OCN	3.64	3.64	1562700	Ocwen Financial Corporation
WSR	13.65	13.44	711500	Whitestone REIT
WST	92.51	89.77	2153900	West Pharmaceutical Services, Inc.
ELC	24.73	24.73	19000	Entergy Louisiana, Inc.
ELF	21.22	21.02	350800	e.l.f. Beauty, Inc.
ELJ	25.24	25.07	2300	Entergy Louisiana, Inc.
ELP	8.81	8.505	594200	Companhia Paranaense de Energia (COPEL)
ELS	87	86.58	410300	Equity Lifestyle Properties, Inc.
ELU	24.87	24.83	1500	Entergy Louisiana, Inc.
ELY	14.02	14	497100	Callaway Golf Company
BURL	88.45	87.6	673500	Burlington Stores, Inc.
JHA	9.97	9.96	80300	Nuveen High Income 2020 Target Term Fund
JHB	10.11	10.07	58400	Nuveen High Income November 2021 Target Term Fund
JHD	10.05	10.04	60700	Nuveen High Income December 2019 Target Term Fund
JHG	35	34.8	448900	Janus Henderson Group plc
JHI	18.15	18.1	3500	John Hancock Investors Trust
RXN	25.79	25.59	3015400	Rexnord Corporation
AROC	12.5	12	302900	Archrock, Inc.
STON	5.95	5.93	329200	StoneMor Partners L.P.
DB	16.72	16.69	3342900	Deutsche Bank AG
DE	127.78	127.78	1777100	Deere & Company
STOR	25.72	25.64	1626200	STORE Capital Corporation
JHS	14.76	14.76	15200	John Hancock Income Securities Trust
DF	10.56	10.43	664700	Dean Foods Company
DG	82.15	81.74	1367000	Dollar General Corporation
OCIP	7.1	7	1500	OCI Partners LP
JHX	14.17	14.17	16700	James Hardie Industries plc.
DK	26.55	26.06	756000	Delek US Holdings, Inc.
JHY	10.03	10.03	32200	Nuveen High Income 2020 Target Term Fund
DL	8	7.53	160000	China Distance Education Holdings Limited
DM	32.6	32.05	86400	Dominion Energy Midstream Partners, LP
DO	15.51	15.07	2419300	Diamond Offshore Drilling, Inc.
DQ	31.45	30.21	236400	DAQO New Energy Corp.
ODC	42.27	41.805	16400	Oil-Dri Corporation Of America
DS	3.69	3.685	176900	Drive Shack Inc.
WTI	3.09	2.99	1743800	W&T Offshore, Inc.
DX	7.34	7.31	214500	Dynex Capital, Inc.
WTM	866.78	866.51	25900	White Mountains Insurance Group, Ltd.
DY	82.52	82.52	228900	Dycom Industries, Inc.
BHGE	33.64	33.3	4636800	Baker Hughes, a GE company
CARS	26.84	26.11	1155400	Cars.com Inc.
WTR	34.85	34.85	264200	Aqua America, Inc.
WTS	67.65	66.85	107900	Watts Water Technologies, Inc.
EMD	15.68	15.65	108800	Western Asset Emerging Markets Debt Fund Inc
WTW	46.6	45.8	837700	Weight Watchers International Inc
EME	70.31	68.83	196300	EMCOR Group, Inc.
EMF	17.2	17.11	34900	Templeton Emerging Markets Fund
EMN	87.6	86.58	2031000	Eastman Chemical Company
EMO	11.78	11.66	81900	ClearBridge Energy MLP Opportunity Fund Inc.
EMP	24.76	24.71	25700	Entergy Mississippi, Inc.
WNRL	24.7	24.65	120800	Western Refining Logistics, LP
EMR	65.57	65.3	3794400	Emerson Electric Company
OMAA	24.73	24.68	10000	OM Asset Management plc
RYB	30.7	28.56	443100	RYB Education, Inc.
OMAM	15.32	15.07	164700	OM Asset Management plc
RYI	9.85	9.05	286800	Ryerson Holding Corporation
RYN	29.8	29.68	341300	Rayonier Inc.
EC	9.85	9.76	1484600	Ecopetrol S.A.
ED	83.02	82.66	1144400	Consolidated Edison Inc
EE	56.85	56.65	363900	El Paso Electric Company
PSXP	52.69	51	174500	Phillips 66 Partners LP
EL	111.01	110.04	1238900	Estee Lauder Companies, Inc. (The)
WAGE	63.95	63.75	238000	WageWorks, Inc.
OEC	23.75	23.025	323800	Orion Engineered Carbons S.A
ES	61.25	61.1	1393800	Eversource Energy
EV	51.5	50.76	501500	Eaton Vance Corporation
EW	108.41	108.225	951400	Edwards Lifesciences Corporation
ENB	41.48	41.03	1568800	Enbridge Inc
ENJ	24.98	24.91	2500	Entergy New Orleans, Inc.
ENO	25.78	25.78	19000	Entergy New Orleans, Inc.
TAC	5.85	5.85	15900	TransAlta Corporation
ENR	47.79	46.06	1163000	Energizer Holdings, Inc.
ENS	68	67.46	399800	Enersys
ENV	53.8	53	236400	Envestnet, Inc
CUBE	26.12	26.04	756100	CubeSmart
TAL	35.97	34.81	3231300	TAL Education Group
ENZ	10.3	9.91	355700	Enzo Biochem, Inc.
RZA	28.13	28.13	34700	Reinsurance Group of America, Incorporated
RZB	28.71	28.22	34000	Reinsurance Group of America, Incorporated
CUBI	33.1	32.42	174500	Customers Bancorp, Inc
TAP	82.67	82.24	1354200	Molson Coors Brewing  Company
HMLP	19.35	19.175	93600	Hoegh LNG Partners LP
CUBS	26.1	25.99	1300	Customers Bancorp, Inc
FC	19.65	19.45	12100	Franklin Covey Company
FE	32.16	31.98	3881200	FirstEnergy Corporation
FF	15.45	15.22	43100	FutureFuel Corp.
FI	7.23	7.12	668600	Frank's International N.V.
FL	30.97	30.58	2922400	Foot Locker, Inc.
FN	36.83	36.45	246600	Fabrinet
FR	30.93	30.82	546400	First Industrial Realty Trust, Inc.
OFC	33.08	32.535	771600	Corporate Office Properties Trust
FT	7.28	7.26	37400	Franklin Universal Trust
IPOA	10.2	10.13	26800	Social Capital Hedosophia Holdings Corp.
OFG	8.4	8.2	143300	OFG Bancorp
CATO	13.23	13.08	169900	Cato Corporation (The)
EOD	6.29	6.2	516800	Wells Fargo Global Dividend Opportunity Fund
EOG	97.25	96.56	1695300	EOG Resources, Inc.
EOI	14.31	14.3	73200	Eaton Vance Enhance Equity Income Fund
EOS	15.26	15.23	63700	Eaton Vance Enhanced Equity Income Fund II
TWTR	18.31	18.11	8935400	Twitter, Inc.
EOT	23.43	23.22	40500	Eaton Vance Municipal Income Trust
TBI	23.4	23.15	132000	TrueBlue, Inc.
KDMN	3.35	3.31	215900	Kadmon Holdings, Inc.
GD	212.75	210.95	769900	General Dynamics Corporation
GE	23.22	23	58639000	General Electric Company
JKS	23.41	23.04	357900	JinkoSolar Holding Company Limited
GF	18.69	18.62	14500	New Germany Fund, Inc. (The)
GG	12.99	12.92	5405700	Goldcorp Inc.
GM	45.8	44.955	14700400	General Motors Company
WWE	22.6	22.48	326200	World Wrestling Entertainment, Inc.
GS	244.44	235.19	7088400	Goldman Sachs Group, Inc. (The)
OGE	36.71	36.62	585500	OGE Energy Corporation
WAIR	9.45	9.4	280700	Wesco Aircraft Holdings, Inc.
EPC	71.33	70.7	393800	Energizer Holdings, Inc.
OGS	74.42	73.95	145200	ONE Gas, Inc.
EPD	26.39	25.98	5188900	Enterprise Products Partners L.P.
WWW	27.91	27.79	487000	Wolverine World Wide, Inc.
EPE	2.87	2.76	398400	EP Energy Corporation
EPR	70.8	70.71	323600	EPR Properties
TCF	17.13	16.96	1777600	TCF Financial Corporation
CUDA	22.6	22.43	868500	Barracuda Networks, Inc.
TCI	27.85	27.85	900	Transcontinental Realty Investors, Inc.
TCO	50.16	50.16	315700	Taubman Centers, Inc.
DNOW	13.09	13.02	1091400	NOW Inc.
TCP	53.33	52.22	95300	TC PipeLines, LP
TCS	4.07	4.03	196200	Container Store (The)
SLCA	27.86	27.72	1982500	U.S. Silica Holdings, Inc.
JLL	131.32	130.13	300900	Jones Lang LaSalle Incorporated
ELVT	7.19	7.12	106600	Elevate Credit, Inc.
HD	164.22	161.51	4189100	Home Depot, Inc. (The)
HE	34.71	34.61	340100	Hawaiian Electric Industries, Inc.
JLS	25.85	25.7	62900	Nuveen Mortgage Opportunity Term Fund
HF	43	42.85	237400	HFF, Inc.
HI	39.2	38.675	413200	Hillenbrand Inc
HK	6.14	6.01	5754300	Halcon Resources Corporation
HL	5.18	5.04	3281400	Hecla Mining Company
HP	52.47	52.03	1187700	Helmerich & Payne, Inc.
HR	32.27	32.17	713600	Healthcare Realty Trust Incorporated
HT	19.13	18.87	458700	Hersha Hospitality Trust
OHI	31.68	31.51	1494400	Omega Healthcare Investors, Inc.
HY	77.89	77.57	78300	Hyster-Yale Materials Handling, Inc.
EQC	30.2	30.03	524300	Equity Commonwealth
EQM	74.72	73.51	171300	EQT Midstream Partners, LP
TDA	24.92	24.82	7600	Telephone and Data Systems, Inc.
TDC	32.93	32.035	1170000	Teradata Corporation
TDE	25.54	25.54	5900	Telephone and Data Systems, Inc.
EQR	67.06	66.51	1293500	Equity Residential
TDF	21.73	21.66	37100	Templeton Dragon Fund, Inc.
EQS	2.33	2.29	4100	Equus Total Return, Inc.
TDG	263.42	262.165	428700	Transdigm Group Incorporated
EQT	62.52	62.4	2440800	EQT Corporation
TDI	25.93	25.92	2600	Telephone and Data Systems, Inc.
TDJ	25.54	25.52	13700	Telephone and Data Systems, Inc.
TDS	28.61	28.37	289600	Telephone and Data Systems, Inc.
SLDA	25.9	25.9	500	Sutherland Asset Management Corporation
JMF	11.54	11.46	209400	Nuveen Energy MLP Total Return Fund
TDW	26.81	26.51	22300	Tidewater Inc.
TDY	162	161.11	81300	Teledyne Technologies Incorporated
JMM	7.55	7.55	5100	Nuveen Multi-Market Income Fund
JMP	5.55	5.43	21600	JMP Group LLC
JMT	24.6	24.46	20700	Nuven Mortgage Opportunity Term Fund 2
IO	8.85	8.55	69900	Ion Geophysical Corporation
IP	57.7	57.7	1374300	International Paper Company
OIA	7.92	7.92	44100	Invesco Municipal Income Opportunities Trust
IR	90.63	90.21	1704900	Ingersoll-Rand plc (Ireland)
IT	123.74	122.05	681400	Gartner, Inc.
ORAN	16.29	16.245	242400	Orange
BHLB	39.15	38.7	111900	Berkshire Hills Bancorp, Inc.
IX	86.06	85.85	21600	Orix Corp Ads
OII	25.42	24.96	1208900	Oceaneering International, Inc.
WYN	109.96	109.39	653700	Wyndham Worldwide Corp
ERA	10.36	9.98	26300	Era Group, Inc.
OIS	24.85	23.95	501500	Oil States International, Inc.
ERF	8.87	8.72	1135100	Enerplus Corporation
ERJ	20.43	19.87	6343400	Embraer-Empresa Brasileira de Aeronautica
TEF	10.57	10.5	1131100	Telefonica SA
TEI	11.62	11.6	56100	Templeton Emerging Markets Income Fund, Inc.
TEL	88.05	87.38	883400	TE Connectivity Ltd.
TEN	62.58	61.55	419700	Tenneco Inc.
TEO	31.22	31.05	171100	Telecom Argentina Stet - France Telecom S.A.
TEP	48.09	47.15	137000	Tallgrass Energy Partners, LP
TER	38.7	38.47	1711600	Teradyne, Inc.
TEX	46.41	45.95	586100	Terex Corporation
JNJ	137.67	137.06	11717300	Johnson & Johnson
JE	5.85	5.73	130200	Just Energy Group, Inc.
SBNA	24.68	24.6	4500	Scorpio Tankers Inc.
WALA	25.91	25.77	31000	Western Alliance Bancorporation
JP	24.68	22.07	1324200	Jupai Holdings Limited
RICE	27.37	27.3	3280800	Rice Energy Inc.
ESE	60.75	59.95	62100	ESCO Technologies Inc.
ESL	93.1	92.65	72100	Esterline Technologies Corporation
ESS	260.49	260.07	158300	Essex Property Trust, Inc.
ESV	5.71	5.55	10280800	ENSCO plc
JOE	18.95	18.5	445900	St. Joe Company (The)
JOF	12.64	12.63	33800	Japan Smaller Capitalization Fund Inc
TFX	239.42	238.75	171100	Teleflex Incorporated
BCRH	15.95	15.3	83900	Blue Capital Reinsurance Holdings Ltd.
KB	50.36	50.1	71300	KB Financial Group Inc
KF	42.54	42.49	5500	Korea Fund, Inc. (The)
KL	12.95	12.95	509100	Kirkland Lake Gold Ltd.
KN	15.41	15.32	726600	Knowles Corporation
KO	46.53	46.31	7699300	Coca-Cola Company (The)
KR	20.41	20.25	16759000	Kroger Company (The)
KS	22.77	22.74	913700	KapStone Paper and Packaging Corporation
ORCL	48.82	48.71	14191300	Oracle Corporation
KT	14.77	14.43	1536800	KT Corporation
OKE	56.25	56.08	1400500	ONEOK, Inc.
KW	19.65	19.425	1037800	Kennedy-Wilson Holdings Inc.
SBOW	22.69	22.655	58300	SilverBow Resorces, Inc.
ETB	16.85	16.74	82900	Eaton Vance Tax-Managed Buy-Write Income Fund
ETE	17.91	17.68	3276500	Energy Transfer Equity, L.P.
ETG	17.4	17.32	84300	Eaton Vance Tax-Advantaged Global Dividend Income Fund
ETH	29.8	29.75	205800	Ethan Allen Interiors Inc.
ETJ	9.37	9.335	363900	Eaton Vance Risk-Managed Diversified Equity Income Fund
NOAH	40.05	38.96	401000	Noah Holdings Ltd.
ETM	11.6	11.4	387400	Entercom Communications Corporation
ETN	77.85	76.6	3535600	Eaton Corporation, PLC
ETO	25.07	24.98	29300	Eaton Vance Tax-Advantage Global Dividend Opp
ETP	18.13	18.05	4775100	Energy Transfer Partners, L.P.
PFSI	18.2	18.15	90500	PennyMac Financial Services, Inc.
ETR	83.45	83.39	1559800	Entergy Corporation
TGH	17.9	17.85	131500	Textainer Group Holdings Limited
TGI	31.35	31	498400	Triumph Group, Inc.
ETV	15.3	15.28	170000	Eaton Vance Corporation
ETW	11.85	11.81	283200	Eaton Vance Corporation
ETY	11.83	11.79	234600	Eaton Vance Tax-Managed Diversified Equity Income Fund
TGP	18.4	17.8	150000	Teekay LNG Partners L.P.
JPC	10.53	10.52	165000	Nuveen Preferred & Income Opportunities Fund
TGS	21.69	21.01	348700	Transportadora De Gas Sa Ord B
TGT	60.15	59.86	3285800	Target Corporation
STWD	21.66	21.64	1462900	STARWOOD PROPERTY TRUST, INC.
JPI	25.43	25.4	27200	Nuveen Preferred and Income Term Fund
JPM	98.04	97.32	10335600	J P Morgan Chase & Co
LB	41.2	40.93	2519100	L Brands, Inc.
LC	6.34	6.23	7183000	LendingClub Corporation
JPS	10.37	10.36	245700	Nuveen Preferred & Income Securities Fund
MTOR	26.29	25.82	1051000	Meritor, Inc.
JPT	25.26	25.26	21100	Nuveen Preferred and Income 2022 Term Fund
LH	149.46	148.6	527700	Laboratory Corporation of America Holdings
LL	34.51	34.26	888200	Lumber Liquidators Holdings, Inc
LM	37.98	37.46	1274400	Legg Mason, Inc.
LN	36.83	36.41	136200	LINE Corporation
LQ	18.17	18.11	920000	La Quinta Holdings Inc.
LW	50.55	49.91	1048700	Lamb Weston Holdings, Inc.
BRFS	14.06	13.82	1176500	BRF S.A.
OLN	35.39	34.76	1947800	Olin Corporation
OLP	25.05	25.05	18700	One Liberty Properties, Inc.
GOLF	17.76	17.67	136000	Acushnet Holdings Corp.
EVRI	7.98	7.88	611400	Everi Holdings Inc.
THC	12.96	12.77	6386800	Tenet Healthcare Corporation
THG	97.34	96.85	162400	The Hanover Insurance Group, Inc.
ENBL	15.65	15.54	53400	Enable Midstream Partners, LP
THO	130.48	129.34	737000	Thor Industries, Inc.
THQ	18.41	18.41	99100	Tekla Healthcare Opportunies Fund
THR	21.01	20.67	173100	Thermon Group Holdings, Inc.
JQC	8.46	8.43	188100	Nuveen Credit Strategies Income Fund
THS	68.6	67.85	417300	Treehouse Foods, Inc.
BAC	26.37	26.11	48644400	Bank of America Corporation
THW	14.42	14.41	103000	Tekla World Healthcare Fund
BAF	15.58	15.37	14300	BlackRock Income Investment Quality Trust
BAH	38.07	37.45	691200	Booz Allen Hamilton Holding Corporation
BAK	29.67	29.08	787000	Braskem S.A.
MA	146.33	145.53	3002400	Mastercard Incorporated
BAM	42.6	42.58	438600	Brookfield Asset Management Inc
MC	42.25	42.1	324000	Moelis & Company
IMAX	20.95	20.4	1212800	Imax Corporation
MD	42.37	41.6	1046600	Mednax, Inc
BAP	208.4	205.05	294500	Credicorp Ltd.
MG	20.715	20.335	29100	Mistras Group Inc
BAS	18.94	18.72	361900	Basic Energy Services, Inc.
GBAB	22.68	22.61	27000	Guggenheim Taxable Municipal Managed Duration Trst
PAYC	78.98	78.65	238200	Paycom Software, Inc.
LEN.B	47.2	47.03	8700	Lennar Corporation
BAX	63.59	63.33	2484300	Baxter International Inc.
MN	3.9	3.6	194100	Manning & Napier, Inc.
MO	65.1	64.81	7507900	Altria Group
OMC	76.41	74.96	5737400	Omnicom Group Inc.
MS	49.69	48.97	15535000	Morgan Stanley
MT	28.86	28.55	3789400	ArcelorMittal
OME	22.1	22.05	320800	Omega Protein Corporation
OMF	30.68	30.27	265000	OneMain Holdings, Inc.
MX	10.8	10.6	203200	MagnaChip Semiconductor Corporation
OMI	27.89	27.89	762800	Owens & Minor, Inc.
OMN	11.05	11	134400	OMNOVA Solutions Inc.
EVA	30.45	30.3	20200	Enviva Partners, LP
OMP	17.71	17.18	79100	Oasis Midstream Partners LP
EVC	5.35	5.25	217500	Entravision Communications Corporation
EVF	6.57	6.57	80300	Eaton Vance Senior Income Trust
EVG	14.23	14.23	28500	Eaton Vance Short Diversified Income Fund
EVH	16.1	15.75	1425700	Evolent Health, Inc
EVN	12.86	12.82	54300	Eaton Vance Municipal Income Trust
EVR	76.5	75.75	664400	Evercore Inc.
TIF	94.71	94.175	1664100	Tiffany & Co.
EVT	22.42	22.405	98700	Eaton Vance Tax Advantaged Dividend Income Fund
BBD	11.49	11.32	5473100	Banco Bradesco Sa
BBF	14.82	14.72	42400	BlackRock Municipal Income Investment Trust
JRI	17.91	17.85	93200	Nuveen Real Asset Income and Growth Fund
BBG	4.21	4.15	1679200	Bill Barrett Corporation
BBK	15.47	15.44	20500	Blackrock Municipal Bond Trust
BBL	37.82	37.33	1108300	BHP Billiton plc
JRO	11.77	11.75	72900	Nuveen Floating Rate Income Opportuntiy Fund
NC	37.2	34.96	27600	NACCO Industries, Inc.
BBN	23.53	23.43	68300	BalckRock Taxable Municipal Bond Trust
NE	4.05	4.03	5846100	Noble Corporation
JRS	11.22	11.2	64200	Nuveen Real Estate Fund
NI	26.33	26.225	1720400	NiSource, Inc
BBT	47.19	46.49	3007800	BB&T Corporation
BBU	29.23	29.16	35000	Brookfield Business Partners L.P.
NL	11.05	10.9	131800	NL Industries, Inc.
BBW	8.6	8.2	154000	Build-A-Bear Workshop, Inc.
NM	1.87	1.78	673400	Navios Maritime Holdings Inc.
BBX	7.36	7.28	68400	BBX Capital Corporation
BBY	54.72	54.17	3662300	Best Buy Co., Inc.
NP	87.1	86	39400	Neenah Paper, Inc.
NQ	3.5	3.42	198100	NQ Mobile Inc.
NR	9.75	9.55	229900	Newpark Resources, Inc.
